id,product,category,unit,district,marketPrice,psbaPrice,difference,status,date
6a150be0443f22e2e1cd600f,Chicken,Meat & Eggs,kg,Gujranwala,475,465,10,approved,2026-05-26T02:56:32.089Z
6a150800443f22e2e1cd5f4c,Chicken,Meat & Eggs,kg,Mianwali,482,480,2,approved,2026-05-26T02:40:00.185Z
6a1503cc443f22e2e1cd5ef2,Chicken,Meat & Eggs,kg,Sargodha,482,477,5,approved,2026-05-26T02:22:04.390Z
6a150800443f22e2e1cd5f40,Eggs,Meat & Eggs,dozen,Mianwali,237,230,7,approved,2026-05-26T05:13:44.860Z
6a151f2c443f22e2e1cd70e0,Eggs,Meat & Eggs,dozen,Chakwal,239,235,4,approved,2026-05-26T04:18:52.701Z
6a151ca8443f22e2e1cd703e,Eggs,Meat & Eggs,dozen,Toba-Tek-Singh,234,229,5,approved,2026-05-26T04:08:08.437Z
6a151a7c443f22e2e1cd6f70,Eggs,Meat & Eggs,dozen,Sialkot,235,233,2,approved,2026-05-26T03:58:52.904Z
6a15199e443f22e2e1cd6e7f,Eggs,Meat & Eggs,dozen,Kasur,239,235,4,approved,2026-05-26T03:55:10.513Z
6a1518b0443f22e2e1cd6d6a,Eggs,Meat & Eggs,dozen,Faisalabad,239,234,5,approved,2026-05-26T03:51:12.542Z
6a151896443f22e2e1cd6d0e,Eggs,Meat & Eggs,dozen,Pakpattan,237,232,5,approved,2026-05-26T03:50:46.512Z
6a151884443f22e2e1cd6cc6,Eggs,Meat & Eggs,dozen,Muzaffargarh,220,218,2,approved,2026-05-26T03:50:28.718Z
6a151842443f22e2e1cd6c3e,Eggs,Meat & Eggs,dozen,Layyah,230,228,2,approved,2026-05-26T03:49:22.327Z
6a1517cc443f22e2e1cd6ba0,Eggs,Meat & Eggs,dozen,Khushab,239,235,4,approved,2026-05-26T03:47:24.699Z
6a151798443f22e2e1cd6b3c,Eggs,Meat & Eggs,dozen,Hafizabad,239,235,4,approved,2026-05-26T03:46:32.036Z
6a1516ff443f22e2e1cd6ab4,Eggs,Meat & Eggs,dozen,Vehari,221,219,2,approved,2026-05-26T03:43:59.474Z
6a15162f443f22e2e1cd69f6,Eggs,Meat & Eggs,dozen,D.G. Khan,220,215,5,approved,2026-05-26T03:40:31.254Z
6a1515f0443f22e2e1cd69bc,Eggs,Meat & Eggs,dozen,Sheikhupura,239,233,6,approved,2026-05-26T03:39:28.240Z
6a1514f6443f22e2e1cd68f1,Eggs,Meat & Eggs,dozen,Sahiwal,239,235,4,approved,2026-05-26T03:35:18.614Z
6a15143c443f22e2e1cd683c,Eggs,Meat & Eggs,dozen,Bhakkar,230,228,2,approved,2026-05-26T03:32:12.131Z
6a1513fb443f22e2e1cd67c9,Eggs,Meat & Eggs,dozen,Chiniot,239,220,19,approved,2026-05-26T03:31:07.969Z
6a15133b443f22e2e1cd6742,Eggs,Meat & Eggs,dozen,Rajanpur,220,215,5,approved,2026-05-26T03:27:55.548Z
6a15125d443f22e2e1cd666a,Eggs,Meat & Eggs,dozen,Okara,239,234,5,approved,2026-05-26T03:24:13.558Z
6a15125b443f22e2e1cd6610,Eggs,Meat & Eggs,dozen,Khanewal,220,210,10,approved,2026-05-26T03:24:11.362Z
6a1511d7443f22e2e1cd65c7,Eggs,Meat & Eggs,dozen,Bahawalpur,220,215,5,approved,2026-05-26T03:21:59.496Z
6a15111d443f22e2e1cd64da,Eggs,Meat & Eggs,dozen,Lodhran,220,218,2,approved,2026-05-26T03:18:53.386Z
6a151078443f22e2e1cd6455,Eggs,Meat & Eggs,dozen,Wazirabad,239,234,5,approved,2026-05-26T03:16:08.501Z
6a150f4b443f22e2e1cd63af,Eggs,Meat & Eggs,dozen,Lahore,239,234,5,approved,2026-05-26T03:11:07.403Z
6a150ee7443f22e2e1cd6333,Eggs,Meat & Eggs,dozen,Rawalpindi,240,235,5,approved,2026-05-26T03:09:27.085Z
6a150ee1443f22e2e1cd62db,Eggs,Meat & Eggs,dozen,Gujrat,239,237,2,approved,2026-05-26T03:09:21.273Z
6a150e21443f22e2e1cd6225,Eggs,Meat & Eggs,dozen,Taunsa-Sharif,220,218,2,approved,2026-05-26T03:06:09.475Z
6a150e17443f22e2e1cd6167,Eggs,Meat & Eggs,dozen,Jhang,239,234,5,approved,2026-05-26T03:05:59.315Z
6a150d99443f22e2e1cd60ee,Eggs,Meat & Eggs,dozen,Multan,221,216,5,approved,2026-05-26T03:03:53.318Z
6a150be0443f22e2e1cd6015,Eggs,Meat & Eggs,dozen,Gujranwala,239,235,4,approved,2026-05-26T02:56:32.096Z
6a1503cc443f22e2e1cd5ee8,Eggs,Meat & Eggs,dozen,Sargodha,239,234,5,approved,2026-05-26T02:22:04.382Z
6a151f2c443f22e2e1cd70ba,Atta 10 kg,Grains,10kg,Chakwal,1100,1090,10,approved,2026-05-26T05:51:28.673Z
6a151ca8443f22e2e1cd7018,Atta 10 kg,Grains,10kg,Toba-Tek-Singh,1100,1090,10,approved,2026-05-26T04:08:08.384Z
6a151a7c443f22e2e1cd6f98,Atta 10 kg,Grains,10kg,Sialkot,1100,1090,10,approved,2026-05-26T03:58:52.945Z
6a15199e443f22e2e1cd6e85,Atta 10 kg,Grains,10kg,Kasur,1100,1090,10,approved,2026-05-26T03:55:10.535Z
6a1518b0443f22e2e1cd6d72,Atta 10 kg,Grains,10kg,Faisalabad,1100,1090,10,approved,2026-05-26T03:51:12.576Z
6a151896443f22e2e1cd6d2e,Atta 10 kg,Grains,10kg,Pakpattan,1100,1090,10,approved,2026-05-26T03:50:46.557Z
6a151884443f22e2e1cd6cce,Atta 10 kg,Grains,10kg,Muzaffargarh,1100,1090,10,approved,2026-05-26T03:50:28.738Z
6a151842443f22e2e1cd6c50,Atta 10 kg,Grains,10kg,Layyah,1100,1090,10,approved,2026-05-26T03:49:22.343Z
6a1517cc443f22e2e1cd6ba8,Atta 10 kg,Grains,10kg,Khushab,1100,1090,10,approved,2026-05-26T03:47:24.712Z
6a151797443f22e2e1cd6b0e,Atta 10 kg,Grains,10kg,Hafizabad,1100,1090,10,approved,2026-05-26T03:46:31.977Z
6a1516ff443f22e2e1cd6a8c,Atta 10 kg,Grains,10kg,Vehari,1100,1090,10,approved,2026-05-26T03:43:59.418Z
6a15162f443f22e2e1cd6a06,Atta 10 kg,Grains,10kg,D.G. Khan,1100,1090,10,approved,2026-05-26T03:40:31.262Z
6a1515f0443f22e2e1cd69be,Atta 10 kg,Grains,10kg,Sheikhupura,1100,1090,10,approved,2026-05-26T03:39:28.241Z
6a1514f6443f22e2e1cd68fb,Atta 10 kg,Grains,10kg,Sahiwal,1100,1090,10,approved,2026-05-26T03:35:18.633Z
6a15143c443f22e2e1cd684c,Atta 10 kg,Grains,10kg,Bhakkar,1100,1090,10,approved,2026-05-26T03:32:12.145Z
6a1513fb443f22e2e1cd67bb,Atta 10 kg,Grains,10kg,Chiniot,1100,1090,10,approved,2026-05-26T03:31:07.924Z
6a15133b443f22e2e1cd6726,Atta 10 kg,Grains,10kg,Rajanpur,1100,1090,10,approved,2026-05-26T03:27:55.511Z
6a15125d443f22e2e1cd6698,Atta 10 kg,Grains,10kg,Okara,1100,1090,10,approved,2026-05-26T03:24:13.624Z
6a15125b443f22e2e1cd6634,Atta 10 kg,Grains,10kg,Khanewal,1100,1090,10,approved,2026-05-26T03:24:11.416Z
6a1511d7443f22e2e1cd65d1,Atta 10 kg,Grains,10kg,Bahawalpur,1100,1090,10,approved,2026-05-26T03:21:59.509Z
6a15111d443f22e2e1cd64f0,Atta 10 kg,Grains,10kg,Lodhran,1100,1090,10,approved,2026-05-26T03:18:53.433Z
6a151078443f22e2e1cd6463,Atta 10 kg,Grains,10kg,Wazirabad,1100,1090,10,approved,2026-05-26T03:16:08.513Z
6a150f4b443f22e2e1cd63b5,Atta 10 kg,Grains,10kg,Lahore,1100,1090,10,approved,2026-05-26T03:11:07.407Z
6a150ee7443f22e2e1cd6315,Atta 10 kg,Grains,10kg,Rawalpindi,1100,1090,10,approved,2026-05-26T03:09:27.032Z
6a150ee1443f22e2e1cd62b7,Atta 10 kg,Grains,10kg,Gujrat,1100,1090,10,approved,2026-05-26T03:09:21.225Z
6a150e21443f22e2e1cd6207,Atta 10 kg,Grains,10kg,Taunsa-Sharif,1100,1090,10,approved,2026-05-26T03:06:09.438Z
6a150e17443f22e2e1cd613f,Atta 10 kg,Grains,10kg,Jhang,1100,1090,10,approved,2026-05-26T03:05:59.276Z
6a150d99443f22e2e1cd60c4,Atta 10 kg,Grains,10kg,Multan,1100,1090,10,approved,2026-05-26T03:03:53.269Z
6a150be0443f22e2e1cd6005,Atta 10 kg,Grains,10kg,Gujranwala,1100,1090,10,approved,2026-05-26T02:56:32.081Z
6a150800443f22e2e1cd5f44,Atta 10 kg,Grains,10kg,Mianwali,1100,1090,10,approved,2026-05-26T02:40:00.182Z
6a1503cc443f22e2e1cd5f04,Atta 10 kg,Grains,10kg,Sargodha,1100,1090,10,approved,2026-05-26T02:22:04.425Z
6a151f2c443f22e2e1cd70b2,Garam Flour (Basin),Grains,kg,Chakwal,225,220,5,approved,2026-05-26T04:18:52.651Z
6a151ca8443f22e2e1cd7048,Garam Flour (Basin),Grains,kg,Toba-Tek-Singh,210,205,5,approved,2026-05-26T04:08:08.442Z
6a151a7c443f22e2e1cd6f6e,Garam Flour (Basin),Grains,kg,Sialkot,215,213,2,approved,2026-05-26T03:58:52.903Z
6a15199e443f22e2e1cd6eaf,Garam Flour (Basin),Grains,kg,Kasur,225,220,5,approved,2026-05-26T03:55:10.582Z
6a1518b0443f22e2e1cd6d96,Garam Flour (Basin),Grains,kg,Faisalabad,198,195,3,approved,2026-05-26T03:51:12.631Z
6a151896443f22e2e1cd6d3e,Garam Flour (Basin),Grains,kg,Pakpattan,205,203,2,approved,2026-05-26T03:50:46.573Z
6a151884443f22e2e1cd6c9c,Garam Flour (Basin),Grains,kg,Muzaffargarh,205,203,2,approved,2026-05-26T03:50:28.666Z
6a151842443f22e2e1cd6c36,Garam Flour (Basin),Grains,kg,Layyah,210,208,2,approved,2026-05-26T03:49:22.324Z
6a1517cc443f22e2e1cd6ba2,Garam Flour (Basin),Grains,kg,Khushab,230,225,5,approved,2026-05-26T03:47:24.700Z
6a151798443f22e2e1cd6b48,Garam Flour (Basin),Grains,kg,Hafizabad,215,210,5,approved,2026-05-26T03:46:32.062Z
6a1516ff443f22e2e1cd6a7c,Garam Flour (Basin),Grains,kg,Vehari,210,205,5,approved,2026-05-26T03:43:59.376Z
6a15162f443f22e2e1cd6a14,Garam Flour (Basin),Grains,kg,D.G. Khan,215,212,3,approved,2026-05-26T03:40:31.271Z
6a1515f0443f22e2e1cd69b6,Garam Flour (Basin),Grains,kg,Sheikhupura,225,215,10,approved,2026-05-26T03:39:28.231Z
6a1514f6443f22e2e1cd68eb,Garam Flour (Basin),Grains,kg,Sahiwal,205,200,5,approved,2026-05-26T03:35:18.612Z
6a15143c443f22e2e1cd6840,Garam Flour (Basin),Grains,kg,Bhakkar,210,208,2,approved,2026-05-26T03:32:12.132Z
6a1513fc443f22e2e1cd67ef,Garam Flour (Basin),Grains,kg,Chiniot,210,205,5,approved,2026-05-26T03:31:08.018Z
6a15133b443f22e2e1cd6736,Garam Flour (Basin),Grains,kg,Rajanpur,205,203,2,approved,2026-05-26T03:27:55.536Z
6a15125d443f22e2e1cd6660,Garam Flour (Basin),Grains,kg,Okara,205,200,5,approved,2026-05-26T03:24:13.556Z
6a15125b443f22e2e1cd6612,Garam Flour (Basin),Grains,kg,Khanewal,205,200,5,approved,2026-05-26T03:24:11.362Z
6a1511d7443f22e2e1cd65d5,Garam Flour (Basin),Grains,kg,Bahawalpur,215,206,9,approved,2026-05-26T03:21:59.521Z
6a15111d443f22e2e1cd6506,Garam Flour (Basin),Grains,kg,Lodhran,205,200,5,approved,2026-05-26T03:18:53.477Z
6a151078443f22e2e1cd642d,Garam Flour (Basin),Grains,kg,Wazirabad,215,210,5,approved,2026-05-26T03:16:08.440Z
6a150f4b443f22e2e1cd639f,Garam Flour (Basin),Grains,kg,Lahore,220,215,5,approved,2026-05-26T03:11:07.374Z
6a150ee7443f22e2e1cd634d,Garam Flour (Basin),Grains,kg,Rawalpindi,230,225,5,approved,2026-05-26T03:09:27.136Z
6a150ee1443f22e2e1cd62c1,Garam Flour (Basin),Grains,kg,Gujrat,215,210,5,approved,2026-05-26T03:09:21.230Z
6a150e21443f22e2e1cd6205,Garam Flour (Basin),Grains,kg,Taunsa-Sharif,215,213,2,approved,2026-05-26T03:06:09.434Z
6a150e17443f22e2e1cd613d,Garam Flour (Basin),Grains,kg,Jhang,200,195,5,approved,2026-05-26T03:05:59.275Z
6a150d99443f22e2e1cd60f2,Garam Flour (Basin),Grains,kg,Multan,203,201,2,approved,2026-05-26T03:03:53.326Z
6a150be0443f22e2e1cd6039,Garam Flour (Basin),Grains,kg,Gujranwala,210,205,5,approved,2026-05-26T02:56:32.139Z
6a150800443f22e2e1cd5f42,Garam Flour (Basin),Grains,kg,Mianwali,230,225,5,approved,2026-05-26T02:40:00.182Z
6a1503cc443f22e2e1cd5ec6,Garam Flour (Basin),Grains,kg,Sargodha,205,200,5,approved,2026-05-26T02:22:04.313Z
6a151f2c443f22e2e1cd70b8,Sugar,Grains,kg,Chakwal,155,145,10,approved,2026-05-26T05:51:28.674Z
6a1511d7443f22e2e1cd65cd,Sugar,Grains,kg,Bahawalpur,155,145,10,approved,2026-05-26T05:04:57.901Z
6a1503cc443f22e2e1cd5ece,Sugar,Grains,kg,Sargodha,155,145,10,approved,2026-05-26T04:51:01.317Z
6a151ca8443f22e2e1cd702c,Sugar,Grains,kg,Toba-Tek-Singh,155,145,10,approved,2026-05-26T04:08:08.394Z
6a151a7c443f22e2e1cd6f80,Sugar,Grains,kg,Sialkot,155,145,10,approved,2026-05-26T03:58:52.908Z
6a15199e443f22e2e1cd6e79,Sugar,Grains,kg,Kasur,155,145,10,approved,2026-05-26T03:55:10.510Z
6a1518b0443f22e2e1cd6d9a,Sugar,Grains,kg,Faisalabad,155,145,10,approved,2026-05-26T03:51:12.635Z
6a151896443f22e2e1cd6cfe,Sugar,Grains,kg,Pakpattan,155,145,10,approved,2026-05-26T03:50:46.465Z
6a151884443f22e2e1cd6c96,Sugar,Grains,kg,Muzaffargarh,155,145,10,approved,2026-05-26T03:50:28.663Z
6a151842443f22e2e1cd6c3c,Sugar,Grains,kg,Layyah,155,145,10,approved,2026-05-26T03:49:22.327Z
6a1517cc443f22e2e1cd6bae,Sugar,Grains,kg,Khushab,155,145,10,approved,2026-05-26T03:47:24.725Z
6a151798443f22e2e1cd6b44,Sugar,Grains,kg,Hafizabad,155,150,5,approved,2026-05-26T03:46:32.045Z
6a1516ff443f22e2e1cd6a94,Sugar,Grains,kg,Vehari,155,145,10,approved,2026-05-26T03:43:59.422Z
6a15162f443f22e2e1cd6a02,Sugar,Grains,kg,D.G. Khan,155,145,10,approved,2026-05-26T03:40:31.260Z
6a1515f0443f22e2e1cd6992,Sugar,Grains,kg,Sheikhupura,155,145,10,approved,2026-05-26T03:39:28.184Z
6a1514f6443f22e2e1cd6927,Sugar,Grains,kg,Sahiwal,155,145,10,approved,2026-05-26T03:35:18.671Z
6a15143c443f22e2e1cd6878,Sugar,Grains,kg,Bhakkar,155,145,10,approved,2026-05-26T03:32:12.198Z
6a1513fb443f22e2e1cd67d7,Sugar,Grains,kg,Chiniot,155,145,10,approved,2026-05-26T03:31:07.974Z
6a15133b443f22e2e1cd6716,Sugar,Grains,kg,Rajanpur,155,145,10,approved,2026-05-26T03:27:55.506Z
6a15125d443f22e2e1cd66a0,Sugar,Grains,kg,Okara,155,145,10,approved,2026-05-26T03:24:13.636Z
6a15125b443f22e2e1cd660e,Sugar,Grains,kg,Khanewal,155,145,10,approved,2026-05-26T03:24:11.361Z
6a15111d443f22e2e1cd64dc,Sugar,Grains,kg,Lodhran,155,145,10,approved,2026-05-26T03:18:53.386Z
6a151078443f22e2e1cd643b,Sugar,Grains,kg,Wazirabad,155,145,10,approved,2026-05-26T03:16:08.455Z
6a150f4b443f22e2e1cd63a1,Sugar,Grains,kg,Lahore,155,145,10,approved,2026-05-26T03:11:07.380Z
6a150ee7443f22e2e1cd634f,Sugar,Grains,kg,Rawalpindi,155,145,10,approved,2026-05-26T03:09:27.136Z
6a150ee1443f22e2e1cd62e5,Sugar,Grains,kg,Gujrat,155,145,10,approved,2026-05-26T03:09:21.279Z
6a150e21443f22e2e1cd623b,Sugar,Grains,kg,Taunsa-Sharif,155,145,10,approved,2026-05-26T03:06:09.495Z
6a150e17443f22e2e1cd614d,Sugar,Grains,kg,Jhang,155,145,10,approved,2026-05-26T03:05:59.286Z
6a150d99443f22e2e1cd60b2,Sugar,Grains,kg,Multan,155,145,10,approved,2026-05-26T03:03:53.248Z
6a150be0443f22e2e1cd603f,Sugar,Grains,kg,Gujranwala,155,145,10,approved,2026-05-26T02:56:32.147Z
6a150800443f22e2e1cd5f4e,Sugar,Grains,kg,Mianwali,155,145,10,approved,2026-05-26T02:40:00.187Z
6a151f2c443f22e2e1cd70c0,Garam Pulse,Pulses,kg,Chakwal,210,200,10,approved,2026-05-26T04:18:52.661Z
6a151ca8443f22e2e1cd701a,Garam Pulse,Pulses,kg,Toba-Tek-Singh,210,205,5,approved,2026-05-26T04:08:08.385Z
6a151a7c443f22e2e1cd6fae,Garam Pulse,Pulses,kg,Sialkot,215,213,2,approved,2026-05-26T03:58:52.987Z
6a15199e443f22e2e1cd6eb3,Garam Pulse,Pulses,kg,Kasur,240,235,5,approved,2026-05-26T03:55:10.588Z
6a1518b0443f22e2e1cd6d66,Garam Pulse,Pulses,kg,Faisalabad,204,200,4,approved,2026-05-26T03:51:12.540Z
6a151896443f22e2e1cd6d36,Garam Pulse,Pulses,kg,Pakpattan,205,203,2,approved,2026-05-26T03:50:46.561Z
6a151884443f22e2e1cd6c9a,Garam Pulse,Pulses,kg,Muzaffargarh,197,195,2,approved,2026-05-26T03:50:28.665Z
6a151842443f22e2e1cd6c5e,Garam Pulse,Pulses,kg,Layyah,220,218,2,approved,2026-05-26T03:49:22.366Z
6a1517cc443f22e2e1cd6b76,Garam Pulse,Pulses,kg,Khushab,220,215,5,approved,2026-05-26T03:47:24.655Z
6a151798443f22e2e1cd6b24,Garam Pulse,Pulses,kg,Hafizabad,205,200,5,approved,2026-05-26T03:46:32.004Z
6a1516ff443f22e2e1cd6ab8,Garam Pulse,Pulses,kg,Vehari,200,198,2,approved,2026-05-26T03:43:59.483Z
6a15162f443f22e2e1cd6a0c,Garam Pulse,Pulses,kg,D.G. Khan,210,205,5,approved,2026-05-26T03:40:31.265Z
6a1515f0443f22e2e1cd69a2,Garam Pulse,Pulses,kg,Sheikhupura,220,210,10,approved,2026-05-26T03:39:28.193Z
6a1514f6443f22e2e1cd68f9,Garam Pulse,Pulses,kg,Sahiwal,205,200,5,approved,2026-05-26T03:35:18.622Z
6a15143c443f22e2e1cd685e,Garam Pulse,Pulses,kg,Bhakkar,215,213,2,approved,2026-05-26T03:32:12.175Z
6a1513fb443f22e2e1cd67c3,Garam Pulse,Pulses,kg,Chiniot,215,210,5,approved,2026-05-26T03:31:07.927Z
6a15133b443f22e2e1cd6718,Garam Pulse,Pulses,kg,Rajanpur,200,198,2,approved,2026-05-26T03:27:55.507Z
6a15125d443f22e2e1cd667c,Garam Pulse,Pulses,kg,Okara,205,200,5,approved,2026-05-26T03:24:13.585Z
6a15125b443f22e2e1cd6602,Garam Pulse,Pulses,kg,Khanewal,215,210,5,approved,2026-05-26T03:24:11.326Z
6a1511d7443f22e2e1cd65af,Garam Pulse,Pulses,kg,Bahawalpur,212,202,10,approved,2026-05-26T03:21:59.453Z
6a15111d443f22e2e1cd64d4,Garam Pulse,Pulses,kg,Lodhran,200,195,5,approved,2026-05-26T03:18:53.384Z
6a151078443f22e2e1cd6429,Garam Pulse,Pulses,kg,Wazirabad,210,205,5,approved,2026-05-26T03:16:08.426Z
6a150f4b443f22e2e1cd63cf,Garam Pulse,Pulses,kg,Lahore,220,215,5,approved,2026-05-26T03:11:07.459Z
6a150ee7443f22e2e1cd631d,Garam Pulse,Pulses,kg,Rawalpindi,235,230,5,approved,2026-05-26T03:09:27.070Z
6a150ee1443f22e2e1cd62b1,Garam Pulse,Pulses,kg,Gujrat,210,205,5,approved,2026-05-26T03:09:21.223Z
6a150e21443f22e2e1cd6237,Garam Pulse,Pulses,kg,Taunsa-Sharif,210,208,2,approved,2026-05-26T03:06:09.489Z
6a150e17443f22e2e1cd616b,Garam Pulse,Pulses,kg,Jhang,200,195,5,approved,2026-05-26T03:05:59.317Z
6a150d99443f22e2e1cd60e8,Garam Pulse,Pulses,kg,Multan,196,194,2,approved,2026-05-26T03:03:53.315Z
6a150be0443f22e2e1cd6007,Garam Pulse,Pulses,kg,Gujranwala,210,205,5,approved,2026-05-26T02:56:32.082Z
6a150800443f22e2e1cd5f3e,Garam Pulse,Pulses,kg,Mianwali,220,215,5,approved,2026-05-26T02:40:00.143Z
6a1503cc443f22e2e1cd5ecc,Garam Pulse,Pulses,kg,Sargodha,210,205,5,approved,2026-05-26T02:22:04.332Z
6a151078443f22e2e1cd6439,Garlic,Vegetables,kg,Wazirabad,385,380,5,approved,2026-05-26T04:54:57.038Z
6a151842443f22e2e1cd6c38,Garlic,Vegetables,kg,Layyah,360,355,5,approved,2026-05-26T04:41:16.679Z
6a151f2c443f22e2e1cd70e6,Garlic,Vegetables,kg,Chakwal,380,370,10,approved,2026-05-26T04:18:52.715Z
6a151ca8443f22e2e1cd7044,Garlic,Vegetables,kg,Toba-Tek-Singh,380,375,5,approved,2026-05-26T04:08:08.440Z
6a151a7c443f22e2e1cd6f7c,Garlic,Vegetables,kg,Sialkot,385,383,2,approved,2026-05-26T03:58:52.907Z
6a15199e443f22e2e1cd6e81,Garlic,Vegetables,kg,Kasur,380,375,5,approved,2026-05-26T03:55:10.514Z
6a1518b0443f22e2e1cd6d9e,Garlic,Vegetables,kg,Faisalabad,380,375,5,approved,2026-05-26T03:51:12.643Z
6a151896443f22e2e1cd6d06,Garlic,Vegetables,kg,Pakpattan,260,258,2,approved,2026-05-26T03:50:46.467Z
6a151884443f22e2e1cd6ca8,Garlic,Vegetables,kg,Muzaffargarh,190,188,2,approved,2026-05-26T03:50:28.682Z
6a1517cc443f22e2e1cd6b70,Garlic,Vegetables,kg,Khushab,400,390,10,approved,2026-05-26T03:47:24.653Z
6a151797443f22e2e1cd6b08,Garlic,Vegetables,kg,Hafizabad,475,465,10,approved,2026-05-26T03:46:31.975Z
6a1516ff443f22e2e1cd6a7e,Garlic,Vegetables,kg,Vehari,220,218,2,approved,2026-05-26T03:43:59.377Z
6a15162f443f22e2e1cd6a24,Garlic,Vegetables,kg,D.G. Khan,480,478,2,approved,2026-05-26T03:40:31.318Z
6a1515f0443f22e2e1cd699c,Garlic,Vegetables,kg,Sheikhupura,375,370,5,approved,2026-05-26T03:39:28.190Z
6a1514f6443f22e2e1cd690b,Garlic,Vegetables,kg,Sahiwal,260,255,5,approved,2026-05-26T03:35:18.651Z
6a15143c443f22e2e1cd6842,Garlic,Vegetables,kg,Bhakkar,400,395,5,approved,2026-05-26T03:32:12.133Z
6a1513fb443f22e2e1cd67cb,Garlic,Vegetables,kg,Chiniot,380,370,10,approved,2026-05-26T03:31:07.970Z
6a15133b443f22e2e1cd671c,Garlic,Vegetables,kg,Rajanpur,220,218,2,approved,2026-05-26T03:27:55.508Z
6a15125d443f22e2e1cd666c,Garlic,Vegetables,kg,Okara,260,250,10,approved,2026-05-26T03:24:13.559Z
6a15125b443f22e2e1cd6620,Garlic,Vegetables,kg,Khanewal,215,210,5,approved,2026-05-26T03:24:11.388Z
6a1511d7443f22e2e1cd65a3,Garlic,Vegetables,kg,Bahawalpur,220,218,2,approved,2026-05-26T03:21:59.448Z
